season,episode,scene,location,extra_scene_info
6,15,6,a hospital hallway,chandler is sitting on a gurney with his hands spread out behind his back. then monica comes and plops down on the gurney and one of his hands. chandler immediately recoils in extreme pain.
6,15,7,silvercup studios,joey is showing rachel around the set.
6,15,8,ross and carol's,ross is trying to talk to carol about what phoebe told him.
6,15,9,monica and phoebe's,monica is eating breakfast as chandler enters.
6,15,10,central perk,monica is there as rachel enters.
6,15,11,the hospital,ross and monica are in phoebe’s room. phoebe is in the bathroom and monica notices smoke coming out from underneath the door.
6,15,12,rachel and barry’s bedroom,"rachel is watching days of our lives . of course it’s a dr. drake remoray scene. it’s set in a hospital room, and dr. wesley and a nurse are talking about a female patient with a bandage around her head."
6,15,13,ross and carol's,carol is working on something at the table and ross is reading a newspaper on the couch.
6,15,14,the hospital,chandler and monica are there with phoebe as ross enters.
6,15,15,joey's apartment,"the one he had when he was dr. drake remoray, because he still is. rachel is there and admiring the big ceramic fake dog."
6,15,16,monica and phoebe's,"monica is pouring wine for her boyfriend, dr. roger."
6,15,17,ross and carol's,ross and carol are waiting anxiously for their new partner to arrive.
6,15,18,monica and phoebe's,chandler and monica are eating monica’s dinner.
6,15,19,joey's apartment,rachel is now three sheets to the wind and joey is watching her.
6,15,20,monica and phoebe's,continued from earlier. monica and chandler are still discussing the previous question.
6,15,21,monica’s bedroom,she has just lost her flower to chandler.
6,15,22,joey's apartment,"the next morning, rachel is passed out on the couch."
6,15,23,phoebe’s hospital room,joey and ross enter as phoebe comes out of the bathroom wearing her robe.
6,15,24,monica and phoebe's,monica is making a sandwich as chandler enters.
6,15,25,rachel and barry’s bedroom,"rachel is returning from her disastrous attempt at an affair to find that barry was much, much more successful with his."
6,15,26,phoebe’s office,she is arriving without the knowledge that she’s been fired.
6,15,27,central perk,ross is there as rachel storms in.
6,15,28,monica and phoebe's,monica is blowing out a candle as chandler enters.
6,15,28,monica and phoebe's,monica is blowing out a candle as chandler enters.
6,15,29,central perk,phoebe is singing a new song as the gang looks on.
6,17,1,central perk,"ross, chandler, and phoebe are there. joey is working."
6,17,2,central perk,ross is there as phoebe and rachel enter wearing workout clothes.
6,17,3,monica and chandler's,"chandler is desperately trying to make his valentine’s day gift. he takes a paper cup, turns it upside down, sticks two pencils into the top, and hangs a coat hanger from the bottom."
6,17,4,a medical research office,"joey is there to sign up for an experiment, any experiment."
6,17,5,the hallway between the apartments,"ross is hiding behind that bump out on monica’s side waiting for phoebe and rachel. as they come up the stairs, he jumps out and yells…"
6,17,6,cole,"geddes casting agency, joey is there on his audition and thinking about that 2,000 bucks for the twins study."
6,17,7,ross's apartment,ross is coming in from doing his laundry. he starts folding it as chandler enters.
6,17,8,monica and chandler’s bedroom,he’s still trying to figure out what to make monica.
6,17,9,monica and chandler’s bedroom,they are relaxing in sexual bliss.
6,17,10,phoebe and rachel's,phoebe and rachel are returning.
6,17,11,the medical research office,joey is there with carl in the waiting room. two identical twins come out and both wave by at the same time.
6,17,12,monica and chandler's,monica is getting ready for chandler’s arrival. he enters and finds the place lit with candles and dinner on the table.
6,17,13,a women’s self,"defense class, the instructor is just finishing a class."
6,17,14,monica and chandler's,chandler is trying to explain himself to monica.
6,17,14,monica and chandler's,chandler is trying to explain himself to monica.
6,17,15,the street in front of central perk,ross is walking up and sees two women that look like phoebe and rachel from behind.
6,18,1,monica and chandler's,"chandler, rachel, and joey are there as ross enters."
6,18,2,monica and chandler's,"phoebe, monica, and chandler are eating breakfast as joey enters."
6,18,3,n.y.u. paleontology department,ross is putting up the grades on the message board.
6,18,4,phoebe and rachel's,everyone minus ross are arriving to inspect the damage. the fire department is still there.
6,18,5,monica and chandler's,chandler is on the phone as joey enters.
6,18,6,central perk,chandler is having coffee with dana.
6,18,7,monica and chandler's,monica is about to debut hotel monica formerly known as rachel’s room to phoebe and rachel.
6,18,8,joey's apartment,joey is showing phoebe around.
6,18,9,a street,ross is walking with elizabeth on their date.
6,18,10,phoebe and rachel's,phoebe and rachel are cleaning up the mess.
6,18,11,joey's apartment,joey is now showing rachel around.
6,18,12,monica and chandler's,phoebe is reading and monica runs over and turns on the lamp behind phoebe.
6,18,13,joey's apartment,ross is telling monica and joey about his date with elizabeth.
6,18,14,a restaurant,chandler is having dinner with dana.
6,18,15,hotel monica,phoebe is on the bed playing her guitar as monica enters.
6,18,16,joey's apartment,joey and rachel are eating spaghetti in the living room while watching tv and rachel drops some on the floor.
6,18,17,central perk,ross and elizabeth are deciding what to do on their second date.
6,18,18,joey's apartment,joey and rachel are throwing huge spitballs at the entertainment center.
6,18,19,ross's apartment,ross is looking at his handbook. elizabeth is also there.
6,18,19,ross's apartment,ross is looking at his handbook. elizabeth is also there.
6,18,20,joey's apartment,joey is eating pizza as chandler enters.
6,19,1,joey and rachel's apartment,joey has the fridge pulled out away from the wall and is in the process of pulling off the cooling grate behind it.
6,19,2,central perk,"joey, chandler, monica, and phoebe are there as rachel enters."
6,19,3,"monica, chandler, and phoebe's, chandler is sitting at the table and monica is doing something in the kitchen.",
6,19,4,joey and rachel's apartment,chandler is entering to find joey bingeing on the food from the fridge. joey isn’t doing all that well.
6,19,5,ross’s office,he’s unlocking his office door as elizabeth walks up.
6,19,6,joey and rachel's apartment,"ross, chandler, and joey are entering."
6,19,7,ross’s office,he’s opening the door to elizabeth.
6,19,8,central perk,"monica, chandler, and phoebe are there as ross enters."
6,19,9,central perk,continued from earlier.
6,19,10,elizabeth’s apartment,she is packing for her trip as ross watches.
6,19,11,central perk,rachel is reading as monica and chandler enter.
6,19,12,the airport,elizabeth’s flight is about to leave and ross is there to send her off.
6,19,12,the airport,elizabeth’s flight is about to leave and ross is there to send her off.
6,19,13,"monica, chandler, and phoebe's, rachel, chandler, and phoebe are there.",
6,20,1,joey and rachel's apartment,phoebe is helping joey rehearse for an audition. phoebe is overacting her part.
6,20,2,joey and rachel's apartment,"joey is memorizing his lines. chandler, rachel, and phoebe are there as well."
6,20,3,monica and rachel's,everyone is there to watch joey's first scene as dr. drake remoray.
6,20,4,central perk,chandler and ross are playing chess and are both studying the board intently.
6,20,5,chandler's office. he's on the phone,agitated.
6,20,6,bloomingdale’s,rachel’s new job.
6,20,7,joey and rachel's apartment,chandler is there talking to the chick and duck.
6,20,8,joey and rachel's apartment,joey and chandler are playing foosball and joey scores a goal.
6,20,9,"monica, chandler, and phoebe's, monica and rachel are consoling chandler.",
6,20,10,joey and rachel's apartment,"chandler is entering with a peace offering of a joey special, two pizzas."
6,20,11,joey and rachel's apartment,joey is entering to find chandler waiting patiently for him.
6,20,11,joey and rachel's apartment,joey is entering to find chandler waiting patiently for him.
